Sample Name	Protocol REF	Comment[sequencing center]	Parameter Value[sequencing technology]	Parameter Value[library type]	Parameter Value[mean paired end distance]	Unit	Term Source REF	Term Accession Number	Parameter Value[mean read length]	Unit	Term Source REF	Term Accession Number	Comment[Mean Coverage per Sample]	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Comment[location of sequence data on GIAB ftp site]	Factor Value[ancestry]
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 113	SRX848286	NCBI Sequence Read Archive	SRX848286	http://www.ncbi.nlm.nih.gov/sra/SRX848286	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 114	SRX848287	NCBI Sequence Read Archive	SRX848287	http://www.ncbi.nlm.nih.gov/sra/SRX848287	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 115	SRX848288	NCBI Sequence Read Archive	SRX848288	http://www.ncbi.nlm.nih.gov/sra/SRX848288	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 116	SRX848289	NCBI Sequence Read Archive	SRX848289	http://www.ncbi.nlm.nih.gov/sra/SRX848289	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 117	SRX848290	NCBI Sequence Read Archive	SRX848290	http://www.ncbi.nlm.nih.gov/sra/SRX848290	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 118	SRX848291	NCBI Sequence Read Archive	SRX848291	http://www.ncbi.nlm.nih.gov/sra/SRX848291	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 119	SRX848292	NCBI Sequence Read Archive	SRX848292	http://www.ncbi.nlm.nih.gov/sra/SRX848292	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 120	SRX848293	NCBI Sequence Read Archive	SRX848293	http://www.ncbi.nlm.nih.gov/sra/SRX848293	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 121	SRX848294	NCBI Sequence Read Archive	SRX848294	http://www.ncbi.nlm.nih.gov/sra/SRX848294	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 122	SRX848295	NCBI Sequence Read Archive	SRX848295	http://www.ncbi.nlm.nih.gov/sra/SRX848295	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 123	SRX848296	NCBI Sequence Read Archive	SRX848296	http://www.ncbi.nlm.nih.gov/sra/SRX848296	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 124	SRX848297	NCBI Sequence Read Archive	SRX848297	http://www.ncbi.nlm.nih.gov/sra/SRX848297	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 125	SRX848298	NCBI Sequence Read Archive	SRX848298	http://www.ncbi.nlm.nih.gov/sra/SRX848298	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 126	SRX848299	NCBI Sequence Read Archive	SRX848299	http://www.ncbi.nlm.nih.gov/sra/SRX848299	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 127	SRX848300	NCBI Sequence Read Archive	SRX848300	http://www.ncbi.nlm.nih.gov/sra/SRX848300	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 128	SRX848301	NCBI Sequence Read Archive	SRX848301	http://www.ncbi.nlm.nih.gov/sra/SRX848301	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 129	SRX848302	NCBI Sequence Read Archive	SRX848302	http://www.ncbi.nlm.nih.gov/sra/SRX848302	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 130	SRX848303	NCBI Sequence Read Archive	SRX848303	http://www.ncbi.nlm.nih.gov/sra/SRX848303	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 131	SRX848304	NCBI Sequence Read Archive	SRX848304	http://www.ncbi.nlm.nih.gov/sra/SRX848304	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 132	SRX848305	NCBI Sequence Read Archive	SRX848305	http://www.ncbi.nlm.nih.gov/sra/SRX848305	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 133	SRX848306	NCBI Sequence Read Archive	SRX848306	http://www.ncbi.nlm.nih.gov/sra/SRX848306	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 134	SRX848307	NCBI Sequence Read Archive	SRX848307	http://www.ncbi.nlm.nih.gov/sra/SRX848307	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 135	SRX848308	NCBI Sequence Read Archive	SRX848308	http://www.ncbi.nlm.nih.gov/sra/SRX848308	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 136	SRX848309	NCBI Sequence Read Archive	SRX848309	http://www.ncbi.nlm.nih.gov/sra/SRX848309	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 137	SRX848310	NCBI Sequence Read Archive	SRX848310	http://www.ncbi.nlm.nih.gov/sra/SRX848310	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 138	SRX848311	NCBI Sequence Read Archive	SRX848311	http://www.ncbi.nlm.nih.gov/sra/SRX848311	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 139	SRX848312	NCBI Sequence Read Archive	SRX848312	http://www.ncbi.nlm.nih.gov/sra/SRX848312	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 140	SRX848313	NCBI Sequence Read Archive	SRX848313	http://www.ncbi.nlm.nih.gov/sra/SRX848313	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 141	SRX848314	NCBI Sequence Read Archive	SRX848314	http://www.ncbi.nlm.nih.gov/sra/SRX848314	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 142	SRX848315	NCBI Sequence Read Archive	SRX848315	http://www.ncbi.nlm.nih.gov/sra/SRX848315	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 143	SRX848316	NCBI Sequence Read Archive	SRX848316	http://www.ncbi.nlm.nih.gov/sra/SRX848316	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG004	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 148	base pair	UO	UO:0000244	1-4X (300X total)	HG004_Illumina paired end WGS_replicate 144	SRX848317 	NCBI Sequence Read Archive	SRX848317 	http://www.ncbi.nlm.nih.gov/sra/SRX848317 	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/AshkenazimTrio/HG004_NA24143_mother/NIST_HiSeq_HG004_Homogeneity-14572558/HG004_HiSeq300x_fastq/	Ashkenazi Jewish
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 1	SRX1388368	NCBI Sequence Read Archive	SRX1388368	http://www.ncbi.nlm.nih.gov/sra/SRX1388368	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 2	SRX1388369	NCBI Sequence Read Archive	SRX1388369	http://www.ncbi.nlm.nih.gov/sra/SRX1388369	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 3	SRX1388370	NCBI Sequence Read Archive	SRX1388370	http://www.ncbi.nlm.nih.gov/sra/SRX1388370	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 4	SRX1388371	NCBI Sequence Read Archive	SRX1388371	http://www.ncbi.nlm.nih.gov/sra/SRX1388371	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 5	SRX1388372	NCBI Sequence Read Archive	SRX1388372	http://www.ncbi.nlm.nih.gov/sra/SRX1388372	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 6	SRX1388373	NCBI Sequence Read Archive	SRX1388373	http://www.ncbi.nlm.nih.gov/sra/SRX1388373	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 7	SRX1388374	NCBI Sequence Read Archive	SRX1388374	http://www.ncbi.nlm.nih.gov/sra/SRX1388374	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 8	SRX1388375	NCBI Sequence Read Archive	SRX1388375	http://www.ncbi.nlm.nih.gov/sra/SRX1388375	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 9	SRX1388376	NCBI Sequence Read Archive	SRX1388376	http://www.ncbi.nlm.nih.gov/sra/SRX1388376	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 10	SRX1388377	NCBI Sequence Read Archive	SRX1388377	http://www.ncbi.nlm.nih.gov/sra/SRX1388377	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 11	SRX1388378	NCBI Sequence Read Archive	SRX1388378	http://www.ncbi.nlm.nih.gov/sra/SRX1388378	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 12	SRX1388379	NCBI Sequence Read Archive	SRX1388379	http://www.ncbi.nlm.nih.gov/sra/SRX1388379	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 13	SRX1388380	NCBI Sequence Read Archive	SRX1388380	http://www.ncbi.nlm.nih.gov/sra/SRX1388380	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 14	SRX1388381	NCBI Sequence Read Archive	SRX1388381	http://www.ncbi.nlm.nih.gov/sra/SRX1388381	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 15	SRX1388382	NCBI Sequence Read Archive	SRX1388382	http://www.ncbi.nlm.nih.gov/sra/SRX1388382	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
HG005	Illumina paired end WGS	NIST	Illumina HiSeq 2500 Rapid SBS	WGS paired end PCR-free	564.56	base pair	UO	UO:0000244	2 x 250	base pair	UO	UO:0000244	1-4X (300X total)	HG005_Illumina paired end WGS_replicate 16	SRX1388383	NCBI Sequence Read Archive	SRX1388383	http://www.ncbi.nlm.nih.gov/sra/SRX1388383	ftp://ftp-trace.ncbi.nlm.nih.gov/giab/ftp/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_250bps_fastqs/	Han Chinese
